date,trend
2010-06-20,8880.025531048623
2010-06-21,8879.404556248744
2010-06-22,8878.780566941168
2010-06-23,8878.15377397049
2010-06-24,8877.524373139711
2010-06-25,8876.892546497624
2010-06-26,8876.258464156168
2010-06-27,8875.622286117346
2010-06-28,8874.9841630517
2010-06-29,8874.344235306113
2010-06-30,8873.702632301092
2010-07-01,8873.059474281652
2010-07-02,8872.414872587002
2010-07-03,8871.768929585673
2010-07-04,8871.12173976436
2010-07-05,8870.473391449423
2010-07-06,8869.823966587977
2010-07-07,8869.173541218608
2010-07-08,8868.52218852845
2010-07-09,8867.86997906853
2010-07-10,8867.216980156369
2010-07-11,8866.563255584571
2010-07-12,8865.908865743644
2010-07-13,8865.25386727054
2010-07-14,8864.598312704
2010-07-15,8863.942252086883
2010-07-16,8863.285733804421
2010-07-17,8862.62880443663
2010-07-18,8861.971508684468
2010-07-19,8861.31388932642
2010-07-20,8860.65598627756
2010-07-21,8859.997835687971
2010-07-22,8859.339470957248
2010-07-23,8858.68092217919
2010-07-24,8858.022215178438
2010-07-25,8857.363372384229
2010-07-26,8856.704414068585
2010-07-27,8856.04535813136
2010-07-28,8855.386220409484
2010-07-29,8854.72701537385
2010-07-30,8854.067755380627
2010-07-31,8853.408450849274
2010-08-01,8852.749111124367
2010-08-02,8852.089744831428
2010-08-03,8851.430358953663
2010-08-04,8850.770958205025
2010-08-05,8850.11154626418
2010-08-06,8849.452125905627
2010-08-07,8848.792698511095
2010-08-08,8848.133263723093
2010-08-09,8847.473819608413
2010-08-10,8846.814362486042
2010-08-11,8846.154886989469
2010-08-12,8845.495386991255
2010-08-13,8844.835855406745
2010-08-14,8844.176283503562
2010-08-15,8843.51666107452
2010-08-16,8842.85697674338
2010-08-17,8842.197217404571
2010-08-18,8841.537367660367
2010-08-19,8840.877410553961
2010-08-20,8840.217327955344
2010-08-21,8839.557101033464
2010-08-22,8838.896710241534
2010-08-23,8838.236134971763
2010-08-24,8837.575352228705
2010-08-25,8836.91433592675
2010-08-26,8836.253058402877
2010-08-27,8835.591490639805
2010-08-28,8834.929602343447
2010-08-29,8834.267362067385
2010-08-30,8833.60473731149
2010-08-31,8832.941693920515
2010-09-01,8832.278196040083
2010-09-02,8831.614207812961
2010-09-03,8830.94969365256
2010-09-04,8830.284617854459
2010-09-05,8829.618944418717
2010-09-06,8828.952636891348
2010-09-07,8828.285657562188
2010-09-08,8827.61796703816
2010-09-09,8826.949525814933
2010-09-10,8826.28029430165
2010-09-11,8825.61023263735
2010-09-12,8824.939300827995
2010-09-13,8824.267458928027
2010-09-14,8823.594666359952
2010-09-15,8822.920881707434
2010-09-16,8822.246063809012
2010-09-17,8821.570171701635
2010-09-18,8820.893164281324
2010-09-19,8820.215000285081
2010-09-20,8819.535638431607
2010-09-21,8818.855036642464
2010-09-22,8818.173151719355
2010-09-23,8817.489940791085
2010-09-24,8816.805361314955
2010-09-25,8816.119370579783
2010-09-26,8815.431925914781
2010-09-27,8814.742985172894
2010-09-28,8814.052506308846
2010-09-29,8813.360447506151
2010-09-30,8812.666768167775
2010-10-01,8811.97142846802
2010-10-02,8811.274388865868
2010-10-03,8810.575610171194
2010-10-04,8809.875053494494
2010-10-05,8809.17267984442
2010-10-06,8808.468450493709
2010-10-07,8807.76232701838
2010-10-08,8807.054272265337
2010-10-09,8806.344250272052
2010-10-10,8805.63222627749
2010-10-11,8804.918166978568
2010-10-12,8804.202039745398
2010-10-13,8803.483812052253
2010-10-14,8802.763452291598
2010-10-15,8802.040929086152
2010-10-16,8801.316210993866
2010-10-17,8800.58926682286
2010-10-18,8799.860065996598
2010-10-19,8799.128577943724
2010-10-20,8798.394771724985
2010-10-21,8797.658617071522
2010-10-22,8796.920084602854
2010-10-23,8796.179145956638
2010-10-24,8795.435773358971
2010-10-25,8794.689939687125
2010-10-26,8793.941617565286
2010-10-27,8793.190779186463
2010-10-28,8792.43739771479
2010-10-29,8791.681446765459
2010-10-30,8790.922900354075
2010-10-31,8790.161733207458
2010-11-01,8789.397920893163
2010-11-02,8788.631438616725
2010-11-03,8787.86226153521
2010-11-04,8787.090367011544
2010-11-05,8786.315734971327
2010-11-06,8785.538346709014
2010-11-07,8784.758184324208
2010-11-08,8783.975230416385
2010-11-09,8783.18946730617
2010-11-10,8782.40087694472
2010-11-11,8781.609442624082
2010-11-12,8780.8151486306
2010-11-13,8780.017980052142
2010-11-14,8779.217922690463
2010-11-15,8778.414962245026
2010-11-16,8777.609083220672
2010-11-17,8776.800269937745
2010-11-18,8775.988509564007
2010-11-19,8775.173790903209
2010-11-20,8774.356104281496
2010-11-21,8773.535443654193
2010-11-22,8772.711808009573
2010-11-23,8771.88519990829
2010-11-24,8771.055625004887
2010-11-25,8770.223090715208
2010-11-26,8769.3876050041
2010-11-27,8768.549177088717
2010-11-28,8767.707818345472
2010-11-29,8766.863542860652
2010-11-30,8766.016366775559
